,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm,scoring,id,segmento,lead_category
1322,Landing Page Submission,Direct Traffic,No,No,0,5,743,1.67,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.46966651688330974,605931,3,Cold
1323,API,Organic Search,No,No,1,2,1302,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.7659415394103294,619408,0,Medium
1324,API,Direct Traffic,No,No,0,4,233,1.33,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No,0.01252249570796522,589007,5,Cold
1325,Landing Page Submission,Direct Traffic,No,No,0,3,350,3.0,Chat Conversation,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.04221367335260474,612838,3,Cold
1326,Landing Page Submission,Direct Traffic,No,No,1,5,1584,2.5,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,17.0,No,0.8659309774569608,588625,0,Hot
1327,Landing Page Submission,Direct Traffic,No,No,1,2,707,2.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,20.0,Yes,0.6628514677085369,600072,0,Medium
1328,API,Direct Traffic,No,No,0,9,1241,3.0,Page Visited on Website,Select,Student,No,No,No,No,No,No,14.0,16.0,No,0.41290588382208127,601761,5,Cold
1329,Landing Page Submission,Direct Traffic,No,No,0,5,1450,5.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,17.0,Yes,0.39179435623035497,590421,2,Cold
1330,API,OTROS,No,No,0,2,491,2.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,13.0,13.0,No,0.01958464782083433,647667,5,Cold
1331,API,Organic Search,No,No,1,5,579,5.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.4593808830491407,632876,0,Cold
1332,Landing Page Submission,Organic Search,No,No,1,6,428,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.18297945208498648,595012,2,Cold
1333,API,Chat,No,No,1,0,0,0.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,16.0,No,0.746133598083551,585403,0,Medium
1334,Landing Page Submission,Direct Traffic,No,No,0,7,43,3.5,Email Link Clicked,OTROS,Unemployed,No,No,No,No,No,No,13.0,15.0,No,0.03671830306491206,593220,3,Cold
1335,Landing Page Submission,Organic Search,No,No,0,7,448,2.33,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.18017636039626886,632032,2,Cold
1336,API,OTROS,No,No,0,7,1633,3.5,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,13.0,No,0.29735599723778905,659492,5,Cold
1337,Landing Page Submission,Organic Search,No,No,1,7,1460,7.0,Email Opened,OTROS,Unemployed,No,No,No,No,No,No,15.0,13.0,Yes,0.6256968598524469,642612,2,Medium
1338,Landing Page Submission,Organic Search,No,No,1,3,980,3.0,SMS Sent,Travel and Tourism,Student,No,No,No,No,No,No,15.0,14.0,Yes,0.7586819384903304,635654,0,Medium
1339,Landing Page Submission,Google,No,No,0,2,391,2.0,Converted to Lead,Finance Management,Unemployed,No,No,No,No,No,No,11.0,18.0,No,0.008369771930149117,582406,3,Cold
1340,Landing Page Submission,Google,No,No,1,2,1044,2.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,15.0,17.0,No,0.8417647893002227,589488,0,Hot
1341,Landing Page Submission,Direct Traffic,No,No,0,2,949,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,17.0,Yes,0.3822137001629777,589885,3,Cold
1342,Landing Page Submission,Direct Traffic,No,No,1,4,419,1.33,Email Opened,IT Projects Management,Working Professional,No,No,No,No,No,No,14.0,16.0,No,0.7616560978336111,629242,4,Medium
1343,Landing Page Submission,Direct Traffic,No,No,1,20,155,4.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.0973970467744759,618253,2,Cold
1344,Landing Page Submission,Direct Traffic,No,No,0,10,124,5.0,Email Link Clicked,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,16.0,Yes,0.03406708052707353,647814,3,Cold
1345,Landing Page Submission,Direct Traffic,No,No,0,4,86,4.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.06316609983971615,628464,2,Cold
1346,API,Organic Search,No,No,0,2,1978,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No,0.8141413562898554,644111,5,Hot
1347,Landing Page Submission,Organic Search,No,No,0,10,144,5.0,Email Link Clicked,OTROS,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.1312605860190791,594919,3,Cold
1348,Landing Page Submission,Direct Traffic,No,No,0,3,451,3.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes,0.23378867975650788,587886,3,Cold
1349,API,Direct Traffic,No,No,0,3,342,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No,0.10723836763764875,660235,1,Cold
1350,API,Direct Traffic,No,No,1,8,1011,8.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.6438925657959923,619003,0,Medium
1351,API,Google,No,No,0,2,226,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No,0.04725637132808987,654456,1,Cold
1352,Landing Page Submission,Direct Traffic,No,No,1,4,1210,1.33,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes,0.6074100665520187,580870,2,Cold
1353,API,Chat,No,No,0,0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,12.0,16.0,No,0.029881284739273404,583118,1,Cold
1354,API,Google,No,No,0,1,151,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No,0.02603923127160517,653091,5,Cold
1355,API,Google,No,No,0,2,1271,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.5059803405408928,618575,1,Cold
1356,Landing Page Submission,Google,No,No,1,2,100,2.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,19.0,No,0.17466672088889076,583169,2,Cold
1357,Landing Page Submission,Google,No,No,0,7,1541,3.5,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes,0.6612612585330567,649091,2,Medium
1358,Landing Page Submission,Direct Traffic,No,No,0,3,12,3.0,Email Link Clicked,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.069558594593775,614529,3,Cold
1359,Landing Page Submission,Organic Search,No,No,0,14,1747,1.27,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes,0.8955523962259655,652421,2,Hot
1360,Landing Page Submission,Organic Search,No,No,1,5,660,5.0,SMS Sent,OTROS,Working Professional,No,No,No,No,No,No,14.0,16.0,Yes,0.9226379882536261,599679,4,Hot
1361,Landing Page Submission,Direct Traffic,No,No,1,25,1569,2.08,Email Opened,Business Administration,Working Professional,No,No,No,No,No,No,16.0,20.0,Yes,0.9962038519755257,581254,4,Hot
1362,API,Chat,No,No,1,4,1137,1.33,OTROS,Operations Management,Working Professional,No,No,No,No,No,No,15.0,14.0,Yes,0.9851502561492722,584202,4,Hot
1363,Landing Page Submission,Direct Traffic,No,No,0,2,1601,2.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes,0.8769405846144201,592648,3,Hot
1364,Landing Page Submission,Direct Traffic,No,No,0,1,226,1.0,Converted to Lead,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.027700955609384625,609706,3,Cold
1365,Landing Page Submission,Google,No,No,1,5,479,2.5,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,16.0,No,0.42647335045386553,633844,2,Cold
1366,Landing Page Submission,Direct Traffic,No,No,0,10,1395,5.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes,0.6417876061744847,635736,2,Medium
1367,Landing Page Submission,Direct Traffic,No,No,1,6,1477,6.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.5072747728652348,597640,2,Cold
1368,Landing Page Submission,Organic Search,No,No,1,3,140,3.0,SMS Sent,International Business,Working Professional,No,No,No,No,No,No,15.0,19.0,Yes,0.9310341608289385,634627,4,Hot
1369,Lead Add Form,Reference,No,No,1,0,0,0.0,Page Visited on Website,Finance Management,Working Professional,No,No,No,No,No,No,14.0,16.0,No,0.9178707490324313,606303,4,Hot
1370,Landing Page Submission,Organic Search,No,No,1,3,534,1.5,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,17.0,No,0.11427081513739884,642510,2,Cold
1371,Landing Page Submission,Google,No,No,1,3,1010,3.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.6661288777251714,615645,0,Medium
1372,Landing Page Submission,Google,No,No,0,3,393,3.0,Chat Conversation,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.04936703108193106,633114,3,Cold
1373,Landing Page Submission,Google,No,No,0,5,72,1.67,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,13.0,20.0,No,0.5750665245176853,580013,4,Cold
1374,API,Direct Traffic,No,No,1,5,171,1.67,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.2546641719253774,601257,0,Cold
1375,Landing Page Submission,Google,No,No,0,4,636,4.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,14.0,No,0.22110258010592426,637957,2,Cold
1376,API,Direct Traffic,No,No,0,2,596,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.19678976083148306,602193,1,Cold
1377,Landing Page Submission,Google,No,No,1,7,970,2.33,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.3766045683667144,608349,2,Cold
1378,API,Google,No,No,1,2,103,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No,0.5466195775754575,634125,0,Cold
1379,Landing Page Submission,Direct Traffic,No,No,0,3,1715,3.0,Email Opened,OTROS,Unemployed,No,No,No,No,No,No,14.0,15.0,No,0.673058042627662,590794,2,Medium
1380,API,OTROS,No,No,0,3,403,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,13.0,No,0.27777529573432874,652782,5,Cold
1381,API,Google,No,No,1,8,1054,2.67,Email Opened,OTROS,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.7334905946229082,630603,1,Medium
1382,API,Google,No,No,0,2,71,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.09191129982345815,628181,1,Cold
1383,Lead Add Form,OTROS,No,No,1,15,1108,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,17.0,No,0.9832123919585739,641441,1,Hot
1384,Landing Page Submission,Direct Traffic,No,No,0,3,1419,3.0,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes,0.6609755955918619,584299,3,Medium
1385,Landing Page Submission,Direct Traffic,No,No,0,2,1198,2.0,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes,0.25905545913495026,589287,3,Cold
1386,API,Organic Search,No,No,1,4,763,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.7636366002867184,594961,0,Medium
1387,Landing Page Submission,Google,No,No,0,4,1276,4.0,SMS Sent,OTROS,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.7963609818410922,614179,3,Hot
1388,API,Google,No,No,0,3,63,1.5,Email Opened,Business Administration,Working Professional,No,No,No,No,No,No,14.0,16.0,No,0.781792454575589,580727,4,Hot
1389,Landing Page Submission,Google,No,No,0,5,120,5.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.10514694535525704,618111,2,Cold
1390,Landing Page Submission,Google,No,No,0,5,1049,5.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.6806305235521057,630773,3,Medium
1391,Landing Page Submission,Google,No,No,0,5,177,5.0,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.05293548003922337,599247,3,Cold
1392,Landing Page Submission,Google,No,No,0,4,185,4.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.11042388619011058,604965,2,Cold
1393,Landing Page Submission,Organic Search,No,No,1,4,1529,4.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.8176617093280103,627877,0,Hot
1394,API,Google,No,No,0,2,149,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.10526190714084172,626132,1,Cold
1395,Landing Page Submission,Organic Search,No,No,0,8,1241,1.6,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.4751082594654242,600817,2,Cold
1396,Landing Page Submission,Direct Traffic,No,No,1,3,1552,3.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.5548266328451186,619276,2,Cold
1397,OTROS,OTROS,No,No,0,0,0,0.0,SMS Sent,OTROS,Unemployed,No,No,No,No,No,No,14.0,11.0,No,0.2871520567969443,643272,5,Cold
1398,Lead Add Form,Reference,No,No,1,0,0,0.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,14.0,16.0,No,0.9867636037235415,607109,4,Hot
1399,Landing Page Submission,Organic Search,No,No,0,4,180,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes,0.1457597560125036,585642,2,Cold
1400,API,Organic Search,No,No,1,5,1234,1.67,Email Opened,International Business,Student,No,No,No,No,No,No,16.0,17.0,No,0.9602960677573972,658398,1,Hot
1401,Lead Add Form,Reference,No,No,1,0,0,0.0,Email Opened,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,14.0,18.0,No,0.9744631687367622,587968,4,Hot
1402,API,Chat,No,No,0,4,1540,1.33,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.9063269478608705,580876,1,Hot
1403,API,Google,No,No,0,8,33,1.6,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes,0.29950109391978846,583641,1,Cold
1404,Landing Page Submission,Direct Traffic,No,No,0,5,568,2.5,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,20.0,Yes,0.6115941678897633,583111,3,Cold
1405,Landing Page Submission,Organic Search,No,No,1,13,1469,2.17,SMS Sent,OTROS,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.8664348242594724,617745,0,Hot
1406,Landing Page Submission,Google,No,No,1,5,1397,2.5,Page Visited on Website,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.39203638138856245,610199,0,Cold
1407,API,Organic Search,No,No,0,7,1531,1.75,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No,0.870728025540966,586106,1,Hot
1408,Landing Page Submission,Direct Traffic,No,No,1,7,543,3.5,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.14717336460146083,622214,2,Cold
1409,Landing Page Submission,Direct Traffic,No,No,0,2,379,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.10432633988561843,608369,2,Cold
1410,Landing Page Submission,Google,No,No,0,4,1222,4.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,14.0,17.0,No,0.5614426254343167,638579,2,Cold
1411,API,Google,No,No,1,6,988,2.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.6154725050455283,581211,1,Cold
1412,Landing Page Submission,Direct Traffic,No,No,0,9,191,1.5,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,15.0,20.0,Yes,0.3766151688048682,580767,2,Cold
1413,Landing Page Submission,Direct Traffic,No,No,1,3,1136,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.3604919444250672,611186,2,Cold
1414,Landing Page Submission,Direct Traffic,No,No,0,3,747,3.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.4209873468272115,628340,3,Cold
1415,API,Chat,No,No,1,0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No,0.06439246212628628,652305,5,Cold
1416,Landing Page Submission,Google,No,No,1,5,262,5.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No,0.35046833792652876,580314,2,Cold
1417,Landing Page Submission,Google,No,No,0,4,355,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No,0.11571595813695694,641424,2,Cold
1418,API,Chat,No,No,0,0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,16.0,No,0.40505378039795226,580442,1,Cold
1419,Landing Page Submission,Direct Traffic,No,No,0,4,241,2.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,10.0,18.0,Yes,0.007206034330682314,588546,2,Cold
1420,Landing Page Submission,Direct Traffic,No,No,1,3,1643,3.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.8723990923497364,619624,0,Hot
1421,Landing Page Submission,Direct Traffic,No,No,0,2,408,2.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.06230542353599584,624534,3,Cold
1422,API,Google,No,No,1,2,1042,2.0,SMS Sent,Select,Working Professional,No,No,No,No,No,No,14.0,15.0,No,0.9498737821523547,636241,4,Hot
1423,API,Organic Search,No,No,0,3,560,3.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.07120406696700719,629330,5,Cold
1424,Landing Page Submission,Direct Traffic,No,No,1,3,370,3.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,14.0,16.0,Yes,0.8292011133191042,611948,4,Hot
1425,API,Chat,No,No,1,0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.03872116681034586,613178,5,Cold
1426,API,Chat,No,No,0,0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No,0.1298522476062394,585600,5,Cold
1427,API,Organic Search,No,No,1,4,1281,4.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.7641832066902424,599666,0,Medium
1428,API,Google,No,No,1,2,972,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No,0.6806701825705201,645601,1,Medium
1429,Landing Page Submission,Direct Traffic,No,No,0,3,7,3.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.166349476092247,597627,3,Cold
1430,Landing Page Submission,Direct Traffic,No,No,0,3,40,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.06373973539489855,644343,2,Cold
1431,Landing Page Submission,Direct Traffic,No,No,0,4,67,2.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,12.0,15.0,Yes,0.0527472166626211,588514,3,Cold
1432,API,Google,No,No,0,2,351,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No,0.059375026909573865,658766,1,Cold
1433,Landing Page Submission,Direct Traffic,No,No,0,2,333,2.0,Email Opened,OTROS,Unemployed,No,No,No,No,No,No,14.0,13.0,Yes,0.06693682866870088,658888,2,Cold
1434,Landing Page Submission,Google,No,No,0,3,68,3.0,Page Visited on Website,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,18.0,No,0.14924163747382246,648015,3,Cold
1435,Landing Page Submission,Direct Traffic,No,No,0,4,2207,4.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.9537123381880089,603088,3,Hot
1436,Landing Page Submission,Direct Traffic,No,No,0,6,50,6.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,13.0,15.0,Yes,0.038331496367540276,647583,2,Cold
1437,Landing Page Submission,Google,No,No,1,3,1987,3.0,Email Opened,OTROS,Unemployed,No,No,No,No,No,No,15.0,17.0,No,0.9324929559523132,641275,2,Hot
1438,API,Chat,No,No,0,3,101,1.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.15558660209227781,616721,1,Cold
1439,Landing Page Submission,Google,No,No,1,4,130,4.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No,0.2648002945399818,629353,2,Cold
1440,Landing Page Submission,Direct Traffic,No,No,0,2,134,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes,0.28789525903626734,592694,3,Cold
1441,Landing Page Submission,Organic Search,No,No,0,7,69,7.0,Email Opened,OTROS,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes,0.07824418313763619,583972,2,Cold
1442,Landing Page Submission,Google,No,No,0,5,261,5.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,13.0,No,0.06861363117749408,636367,3,Cold
1443,Lead Add Form,Reference,No,No,0,3,109,2.4,OTROS,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.4781717340901995,631507,5,Cold
1444,API,Google,No,No,0,2,10,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.21383534502023327,610456,5,Cold
1445,Landing Page Submission,Direct Traffic,No,No,0,2,1451,2.0,Email Opened,OTROS,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes,0.49951845248069077,587032,2,Cold
1446,Landing Page Submission,Google,No,No,0,6,365,3.0,Email Link Clicked,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No,0.11892274442107967,634529,3,Cold
1447,Lead Add Form,Reference,No,No,1,3,365,2.4,OTROS,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.6002192486747789,596035,5,Cold
1448,API,OTROS,No,No,0,3,64,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,13.0,No,0.062061291112472904,655628,1,Cold
1449,Landing Page Submission,Google,No,No,1,4,25,4.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,14.0,19.0,No,0.17007084035943376,660236,2,Cold
1450,Lead Add Form,Reference,No,No,1,0,0,0.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,14.0,16.0,No,0.984283874665267,614077,4,Hot
1451,OTROS,OTROS,No,No,0,3,1454,2.4,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,13.0,No,0.7507870636841457,647981,5,Medium
